AccountId,CustomerID,AccountType,Balance,last_kyc_updated,branch_id
SAV-8137131,92MKNFWCG8,Savings,46749749.27,2022-03-13,BR-00139
CUR-1965304,TW7JG4EH33,Current,22794806.07,2019-12-24,BR-00134
SAV-3877571,GAOTY9C0TT,Savings,62745098.78,2022-04-09,BR-00120
CUR-5588591,UTQRF6NPJ1,Current,92105933.92,2022-07-10,BR-00175
SAV-3682052,AGKIYZLT3A,Savings,93439479.85,2021-03-27,BR-00116
SAV-6117016,DZTZJGUAR3,Savings,14193953.92,2020-12-29,BR-00018
SAV-8129935,03JK438C2E,Savings,85204704.2,2020-10-12,BR-00029
SAV-2381628,NW1S15VRKC,Savings,44757259.06,2020-02-14,BR-00096
CUR-9270718,2V8Q2WCU7S,Current,30830589.65,2022-01-24,BR-00061
BUS-9317386,2D2VP09QL2,Business,88265575.64,2019-09-28,BR-00142
SAV-9246443,5HEM214RF0,Savings,28094553.45,2022-10-31,BR-00067
SAV-6895926,ZJFVUHNMOB,Savings,72803329.61,2022-02-20,BR-00124
SAV-8766452,3MVHNH401G,Savings,86642514.49,2022-11-23,BR-00058
BUS-1323607,KXE4DA0QN9,Business,94993170.81,2021-11-20,BR-00190
SAV-9878131,MED8RMZBOB,Savings,61024651.75,2022-01-05,BR-00030
SAV-5475574,CV9VHDK47O,Savings,15147309.71,2021-06-02,BR-00086
BUS-5870296,VBJE5IGODT,Business,53434443.72,2020-10-26,BR-00185
SAV-8149415,GA2U0OMU0B,Savings,82573921.89,2020-12-15,BR-00106
BUS-7677995,DXVQQXBIKD,Business,57028466.28,2021-03-26,BR-00121
BUS-8854767,F83S5PUL3I,Business,46636459.96,2019-07-07,BR-00093
CUR-5714143,4IK96KIG9W,Current,49204239.93,2020-12-30,BR-00183
BUS-6861700,Y2HFSO50ZJ,Business,39867054.66,2020-06-10,BR-00028
BUS-3016101,JR9D8YEVM3,Business,18027197.54,2021-04-04,BR-00170
SAV-2302970,YMFHXB7K55,Savings,16311571.57,2022-06-20,BR-00195
SAV-2394620,J3GU0Z3SZL,Savings,45489703.95,2020-11-27,BR-00071
SAV-6639998,EXYFW2H00Z,Savings,61706298.77,2021-10-05,BR-00075
SAV-1129895,4JHV0RV581,Savings,98651155.08,2019-06-01,BR-00082
CUR-2187448,YEL6E211A2,Current,42892809.03,2021-02-15,BR-00102
BUS-9204022,SRA3I9MI45,Business,81924539.34,2021-07-22,BR-00089
CUR-3344657,HLQHMBQQTO,Current,93686343.87,2021-12-13,BR-00161
BUS-8391346,V8FQRP9TLB,Business,24514264.44,2022-04-22,BR-00104
BUS-4751741,8LDYF0N94F,Business,1265115.65,2020-03-13,BR-00165
BUS-6974106,6GFAQ2ZYGF,Business,8916802.17,2021-04-08,BR-00037
CUR-3035008,QE97DHJWFG,Current,51916605.36,2022-11-04,BR-00161
SAV-2798768,KUVU0D4VEV,Savings,86620.34,2022-05-17,BR-00195
SAV-2941274,4RLEPACVR6,Savings,85806116.92,2020-03-30,BR-00182
BUS-7439138,832XJWI5KY,Business,81900880.56,2019-07-09,BR-00198
SAV-3498034,CZ8D6EZK3R,Savings,69866102.58,2019-10-06,BR-00176
CUR-5810744,QEMUYKH7DT,Current,23137365.32,2019-02-15,BR-00082
BUS-6733807,A8G2R8RCG0,Business,10469732.59,2022-12-06,BR-00166
SAV-6872617,CUA1IPO5JC,Savings,10791885.5,2021-09-30,BR-00113
SAV-8300348,UWDSXNLQJY,Savings,59842036.69,2022-12-14,BR-00105
CUR-4818689,FH14HQILM2,Current,91440710.22,2021-11-04,BR-00067
BUS-8535207,8I2IH07SAN,Business,16564404.71,2022-11-22,BR-00118
BUS-6659734,BO2NT2P0XV,Business,1464140.98,2019-08-30,BR-00109
BUS-9716182,22LXBRSVE6,Business,36313382.65,2020-03-07,BR-00096
BUS-2059894,19GJ51WMSA,Business,83463680.18,2020-02-16,BR-00045
BUS-5105220,57E7VZ3O0W,Business,63742511.19,2019-07-19,BR-00163
SAV-6119346,O7EOMJI1D5,Savings,71567392.73,2020-10-02,BR-00007
BUS-5483147,T1X6YNT4B4,Business,19020409.52,2022-03-22,BR-00040
SAV-4494485,AAEOPI0CJ4,Savings,43884948.85,2019-04-25,BR-00184
CUR-6537360,FP7E610D3Z,Current,55421288.33,2022-03-13,BR-00189
CUR-3527967,IAEJFJFTUW,Current,45330080.45,2019-03-18,BR-00028
SAV-5057608,AW8KXJNGRE,Savings,97509263.45,2019-05-31,BR-00024
SAV-7270675,LIRA5DZZU1,Savings,77288410.64,2019-03-27,BR-00127
BUS-2529701,5ZFLI1W5UA,Business,35377324.62,2021-08-17,BR-00034
CUR-5483763,P37KB9XHWA,Current,966281.77,2021-05-01,BR-00061
CUR-4421412,8PKM5CNMSK,Current,58701096.82,2019-07-04,BR-00161
BUS-2215326,5TEKXA53O6,Business,52557090.49,2019-09-01,BR-00029
BUS-3936023,82VKP6EWCP,Business,6532583.32,2019-01-03,BR-00014
SAV-5592982,Y4E27473PV,Savings,2170124.38,2019-07-25,BR-00042
SAV-1288032,7GCJ7J2PH9,Savings,46168759.64,2020-11-02,BR-00104
SAV-4335695,3VGUIJTBAS,Savings,64596557.34,2020-03-03,BR-00097
BUS-3486970,ZHR9I4VR69,Business,63522332.02,2019-02-09,BR-00086
BUS-3880913,ND342YHKQT,Business,72794968.56,2019-05-17,BR-00156
CUR-4850581,YMYR5Z1XXE,Current,7107810.35,2021-12-21,BR-00120
CUR-2004819,N2F57QNMTO,Current,61398281.12,2019-10-11,BR-00119
CUR-3675378,EU65G89N26,Current,73370842.5,2019-04-19,BR-00107
SAV-7873695,LCUJ2RKMWB,Savings,67122911.74,2020-03-02,BR-00141
BUS-9729212,YMYR5Z1XXE,Business,90629854.14,2022-08-25,BR-00184
SAV-2645901,KII2J5AAN8,Savings,51258958.27,2019-08-08,BR-00085
CUR-7060388,5XHA2MKFK0,Current,99996812.22,2019-09-21,BR-00173
SAV-5830731,YOX0UT4TF8,Savings,73770967.19,2021-05-27,BR-00119
BUS-9667436,2SSS2HO6N5,Business,9668105.59,2020-03-23,BR-00166
CUR-6495594,7I7YGZTBSV,Current,63498750.8,2021-12-03,BR-00080
SAV-2319577,J93Y3GLU0G,Savings,46882097.74,2019-12-26,BR-00119
CUR-1838629,ID9FYP7ZY4,Current,16164172.75,2019-03-26,BR-00077
CUR-9541637,E4UQ3VH9LT,Current,83514158.26,2020-09-03,BR-00106
BUS-5718106,HMET2EY5UF,Business,62302232.88,2021-09-21,BR-00188
SAV-7936266,XXBQC5P3XV,Savings,53366839.45,2019-10-10,BR-00105
BUS-9877163,MW5SPUJAK8,Business,19601725.05,2022-05-18,BR-00106
SAV-4581407,U7A6EV1XHA,Savings,72327105.35,2022-01-29,BR-00025
SAV-5162514,VF5YOR82BL,Savings,32347151.2,2021-11-14,BR-00105
BUS-1902243,5B4YSTJYKZ,Business,30061588.04,2022-04-10,BR-00189
BUS-4518717,1LD5QFO2Q1,Business,3326502.5,2019-04-27,BR-00140
CUR-5989850,WVW0GLMWNM,Current,43549789.21,2022-03-07,BR-00155
SAV-1149566,KFRK58U2ON,Savings,56500681.19,2019-07-02,BR-00067
BUS-7890292,A3A5JZS29W,Business,51209794.25,2021-02-27,BR-00060
CUR-4786521,1QU61XKNVT,Current,27655361.17,2019-07-30,BR-00132
BUS-6661865,7WD4MMH52N,Business,7838637.71,2021-10-08,BR-00012
BUS-3025845,K3VDWTTWTJ,Business,62205398.83,2019-07-30,BR-00037
BUS-4484674,E8RVMZOHPC,Business,67728094.9,2022-01-14,BR-00045
BUS-4842601,HHQIMAH86B,Business,93920945.73,2019-08-19,BR-00047
BUS-1017424,R30H2IUZWB,Business,57323734.51,2020-02-14,BR-00147
CUR-7852954,HJXEMZ6V9C,Current,89075529.46,2019-12-10,BR-00128
BUS-8583492,EY5DRXGIR8,Business,21266005.59,2019-11-25,BR-00035
BUS-4889783,U5ZULSFJBA,Business,87485483.3,2019-11-19,BR-00155
CUR-3049319,QCO45BSA2S,Current,23087218.39,2022-12-12,BR-00189
BUS-5715306,C8QF5RZ1GZ,Business,81001210.7,2022-06-03,BR-00097
CUR-3408518,TIQ1YBZQ0Y,Current,9127027.58,2022-01-10,BR-00018
BUS-1287659,L1QS15B10A,Business,41116168.56,2021-09-08,BR-00117
BUS-3956882,RYWN8BMLQQ,Business,54923664.52,2021-11-07,BR-00180
BUS-6323929,SJ07TIT6OY,Business,41862820.5,2019-07-06,BR-00200
BUS-4734062,VD743N5AWX,Business,37764990.44,2021-07-16,BR-00144
SAV-5689276,FS9DUI14KY,Savings,65103706.87,2020-11-01,BR-00191
SAV-9551130,7J4Q8AWRBU,Savings,26131285.58,2022-11-21,BR-00031
SAV-9272649,W3VB98N169,Savings,89330366.57,2020-11-27,BR-00009
SAV-3904721,6PGYUXPT3J,Savings,42165270.99,2021-05-19,BR-00117
SAV-7508206,KTFTSFG246,Savings,20374077.44,2022-12-07,BR-00015
CUR-8526233,YRYSTHRACS,Current,91103455.5,2019-10-13,BR-00004
BUS-2935777,MJNFOT2VTL,Business,68835234.6,2022-04-27,BR-00039
CUR-4024894,42GLVP99NR,Current,86181047.06,2021-02-17,BR-00001
SAV-2360963,B67SC2B6QN,Savings,99377865.83,2022-10-07,BR-00130
BUS-3625166,N36E8A6XYK,Business,87616372.3,2020-03-07,BR-00004
BUS-8150409,6ZDSTYPBN0,Business,71419787.99,2020-10-27,BR-00044
CUR-2938119,JYB32XIEPK,Current,97699672.94,2020-10-11,BR-00112
SAV-2319086,YW7YBZ4EC7,Savings,88341076.33,2022-03-18,BR-00170
BUS-3964734,DLDLQWM4LQ,Business,69491607.6,2019-02-14,BR-00060
CUR-8827390,HJGC0TF9IV,Current,98938171.77,2021-01-18,BR-00134
SAV-5428258,Y20Q55BDJC,Savings,21950132.81,2022-08-23,BR-00090
CUR-6896811,N2F57QNMTO,Current,72340521.53,2021-04-01,BR-00010
CUR-6663718,9GL7EU704W,Current,36875110.24,2021-04-19,BR-00046
SAV-1541951,KWNU2X3JH0,Savings,10587652.61,2019-07-18,BR-00042
CUR-7587089,Y1I5DBMEC8,Current,92491075.07,2019-10-11,BR-00112
BUS-3542279,9KSYRGAN9Z,Business,17845408.92,2021-02-19,BR-00022
BUS-9386406,UKUC5Z6UER,Business,81625704.88,2021-03-07,BR-00121
BUS-1054983,STQASXF3YU,Business,79602437.64,2021-06-23,BR-00125
CUR-2720932,MTUU4KINOE,Current,63673401.3,2021-10-05,BR-00077
CUR-4980719,G67DVKMF6O,Current,24125699.74,2020-12-14,BR-00125
CUR-1775886,WGI6N8F5K5,Current,80082905.11,2021-11-27,BR-00069
BUS-6799909,P3CSMHSZTP,Business,46069575.92,2019-04-27,BR-00138
SAV-1043651,4EGUXCJJS0,Savings,58947249.84,2020-03-27,BR-00157
SAV-4190376,R31ZSJXO7H,Savings,54650373.59,2021-12-01,BR-00014
CUR-8970073,LMUCWB7PL7,Current,64832629.26,2020-11-03,BR-00143
SAV-4029472,XO6OV7BY2P,Savings,45693114.58,2021-11-08,BR-00078
CUR-2701971,WK6VRASH9K,Current,27217569.45,2022-05-24,BR-00108
BUS-5343075,AK3NW8F543,Business,87105638.62,2022-10-18,BR-00055
CUR-1987167,O1R4ET4B1Y,Current,86755493.12,2021-08-19,BR-00192
CUR-8318037,9QZD5XA4NX,Current,50137932.55,2020-01-17,BR-00181
CUR-8749598,YGUSFIBLNY,Current,8087395.22,2020-01-17,BR-00039
BUS-1453920,D4KM94Y9FM,Business,17622418.44,2020-03-08,BR-00025
BUS-6347638,ZDCT75H09S,Business,55182527.66,2021-02-27,BR-00052
SAV-9137241,R3WQ5URODZ,Savings,88778122.05,2020-07-07,BR-00138
CUR-9515840,DZ4ZT3OFX8,Current,33005496.85,2021-03-15,BR-00002
CUR-1059036,Z4XJ4TLZZF,Current,17389848.39,2019-09-12,BR-00141
SAV-7293725,LWGAMB4ZZW,Savings,43312502.49,2021-10-21,BR-00023
CUR-3450652,BSVMAOH8N9,Current,74663007.87,2020-05-18,BR-00116
BUS-2506884,111JI1HNRI,Business,76624505.66,2022-03-02,BR-00155
SAV-5835175,FH1S2NJ5YE,Savings,17476427.27,2021-10-22,BR-00061
BUS-5857498,6DPMLMJAKF,Business,27881152.42,2022-01-04,BR-00072
BUS-8811429,SI5RY3OE02,Business,22245490.13,2020-08-01,BR-00012
BUS-4966007,KATLEVBGDO,Business,17698597.83,2020-11-20,BR-00122
CUR-3056819,5RQGKW320Z,Current,87256024.02,2022-03-08,BR-00098
CUR-5126067,2ULVW61LVK,Current,76631880.51,2019-02-27,BR-00043
SAV-1448294,R72YJ48OPS,Savings,18963187.68,2019-09-04,BR-00029
BUS-3750476,X2ONVB7XK7,Business,1053383.29,2021-04-05,BR-00164
BUS-7119647,VXG101V4S4,Business,89770656.66,2019-05-04,BR-00020
SAV-7806523,9GMPY4UBUR,Savings,44723589.19,2019-10-07,BR-00140
SAV-4421429,KWML51Y8NP,Savings,51927993.56,2022-07-23,BR-00092
SAV-1832656,SBGINCPFRX,Savings,82976169.92,2019-02-12,BR-00195
BUS-3599523,OOFY8J29KQ,Business,30866393.04,2022-03-27,BR-00004
SAV-3266715,MF5G8EY88J,Savings,64052243.49,2019-07-13,BR-00106
CUR-3067430,X2T20KHOCO,Current,94919109.33,2019-11-22,BR-00059
CUR-5943819,2AB8UXMQY8,Current,72518411.14,2020-10-26,BR-00104
BUS-9103191,Y30S3W6EPB,Business,49923368.01,2022-04-04,BR-00030
SAV-8425058,YSS1WL4SW5,Savings,3976213.31,2020-07-16,BR-00169
BUS-7701508,SH5I0PPPC4,Business,40393838.21,2020-06-12,BR-00173
BUS-9247199,VH3QAXFJBT,Business,61896493.91,2021-08-29,BR-00116
BUS-9855950,ONO1LYO05Z,Business,57624518.24,2019-07-10,BR-00088
SAV-8669681,92UCNPAD1E,Savings,7355779.72,2019-12-31,BR-00029
CUR-5575375,EI8BZUNOB1,Current,18955276.98,2021-08-04,BR-00062
BUS-8145370,8DM4YSH57Y,Business,77586443.29,2020-06-10,BR-00104
BUS-6446773,KFYXOHC67F,Business,98573991.17,2021-11-05,BR-00043
BUS-6383337,R27K7SW7GF,Business,34295546.39,2022-06-06,BR-00157
CUR-3699996,Y881PAGTPP,Current,5161985.52,2022-05-31,BR-00092
BUS-7954979,YY4KQ7WKJ6,Business,69168116.43,2019-06-24,BR-00171
BUS-2482226,ML5KC68IC2,Business,11690557.58,2022-03-12,BR-00129
BUS-8081647,3KU5BV7CA5,Business,3524696.6,2019-07-01,BR-00148
CUR-8707933,LNQLQ52FPL,Current,90950266.82,2021-09-12,BR-00190
BUS-1990137,92E3UYDGOI,Business,63100353.63,2020-12-10,BR-00069
CUR-7223845,B5RA92CVM8,Current,60591428.71,2022-04-13,BR-00043
SAV-5635749,HBB5UGQRSH,Savings,13674078.26,2021-04-22,BR-00172
SAV-9118203,LMAUW2SMX0,Savings,96617280.39,2020-10-08,BR-00094
CUR-7300473,W1BXECGF6N,Current,28187208.34,2022-11-04,BR-00109
SAV-1411901,7HCOHUT3SL,Savings,97949716.67,2022-12-10,BR-00128
SAV-5264253,2DL1OEQ57O,Savings,27778685.33,2021-12-07,BR-00157
CUR-7749092,0N2XUEYRID,Current,84576206.07,2020-05-22,BR-00033
CUR-8382464,53ZPVS5WLX,Current,24029140.97,2021-08-02,BR-00042
CUR-4541907,UM6LRCW7Q8,Current,92710033.3,2021-10-07,BR-00098
SAV-6256665,CBU7ZD996O,Savings,60078799.89,2022-11-29,BR-00157
CUR-2996167,KFVYO02CG4,Current,21960889.19,2019-12-23,BR-00080
CUR-1065151,DX8GHBR8JP,Current,-18276896.87,2019-05-06,BR-00120
SAV-4010825,P9V3YAWF6P,Savings,55945221.64,2020-08-09,BR-00105
CUR-3976139,89YTNVL974,Current,91859706.24,2020-04-07,BR-00003
SAV-9080246,32QSZOKS80,Savings,7720934.78,2020-01-14,BR-00183
CUR-1680217,MA4U3HJAJ1,Current,32615993.18,2022-06-02,BR-00028
CUR-9949963,30A8RW9GJ4,Current,62122394.21,2021-01-05,BR-00149
BUS-1078769,ZD99NZ8Y6V,Business,13258665.94,2021-08-07,BR-00026
BUS-2891308,RBMULIRJIL,Business,45949606.62,2019-09-16,BR-00175
CUR-6901101,4S1S0FVBCX,Current,91211913.73,2019-06-16,BR-00191
SAV-7823159,EVVISNV0VT,Savings,84580826.4,2019-12-08,BR-00102
BUS-4190432,PLE413CEWJ,Business,96929160.49,2020-05-14,BR-00177
BUS-6570341,79S65YG1YW,Business,49144905.16,2019-11-02,BR-00135
SAV-3397179,560BRPJW34,Savings,87362201.7,2020-12-16,BR-00192
SAV-8569905,UCBUK0A5AL,Savings,65417761.65,2019-03-09,BR-00164
CUR-8893453,75YI3SWWMF,Current,91567389.31,2019-03-26,BR-00036
CUR-7835734,XDEZ22I81U,Current,21593235.46,2021-07-07,BR-00053
BUS-1832290,WIEQC1COMO,Business,18529229.99,2021-04-16,BR-00132
CUR-5157440,ID8NBZK7W9,Current,44547264.53,2022-03-28,BR-00101
BUS-9452922,0ZU2FQW8LB,Business,85925487.38,2020-10-30,BR-00173
BUS-1592793,OEIW6975FO,Business,39970824.34,2020-01-01,BR-00077
BUS-8299286,HTZYL4AJC9,Business,58897844.03,2021-04-06,BR-00137
BUS-2369852,WBM493QB6C,Business,92049977.92,2020-04-21,BR-00073
CUR-8941910,V40C0MC8XS,Current,91609231.11,2019-09-29,BR-00066
SAV-5124611,3LMXD6XGOE,Savings,79854565.53,2022-09-18,BR-00054
BUS-7483793,EFU83YE6QF,Business,35663660.11,2020-10-30,BR-00114
BUS-8639034,J5Z9M4SYOC,Business,17835214.61,2021-03-16,BR-00175
SAV-6125450,FN2AHIP7LT,Savings,4663888.57,2019-04-22,BR-00135
BUS-7858842,RIR97HVDSX,Business,41724458.46,2022-05-29,BR-00147
BUS-6752546,XE2169LCOB,Business,74759851.81,2019-03-25,BR-00165
CUR-6664914,6S5W6A1EYJ,Current,64539906.11,2021-05-14,BR-00133
BUS-4881015,NT460734YZ,Business,79438750.06,2022-07-25,BR-00169
CUR-1284202,MFUCB49NBS,Current,8999865.39,2020-07-12,BR-00060
CUR-6364592,66YLWWKQ6R,Current,68211027.2,2022-05-21,BR-00113
BUS-8729077,Z4BN551BRZ,Business,68445952.55,2021-06-01,BR-00159
CUR-1920187,T06ULR1R1L,Current,50421852.31,2022-07-12,BR-00066
CUR-1763576,P9NGIWUOUQ,Current,63573549.61,2020-06-08,BR-00086
BUS-4275494,W8R2BPK7KH,Business,11814332.51,2022-05-29,BR-00074
BUS-6632302,2ZDPJ9XNRT,Business,36079465.14,2022-01-23,BR-00004
BUS-6321874,XXOISYA434,Business,74252074.51,2019-07-13,BR-00184
SAV-2579922,DNBG660JLA,Savings,15247389.14,2020-12-05,BR-00162
CUR-3214563,GQX9608O0E,Current,15780262.67,2021-07-10,BR-00140
SAV-1751616,OIH5MOC083,Savings,62703698.15,2021-08-14,BR-00132
SAV-8920505,J5BR5F0NKD,Savings,2722791.79,2022-09-06,BR-00159
BUS-7287554,E4CGVDRVX0,Business,86356729.34,2021-01-21,BR-00020
BUS-2088736,QTDAPUYKO0,Business,69177344.26,2022-10-26,BR-00001
CUR-9867908,3QYVHZTGK9,Current,16770638.69,2021-03-05,BR-00090
SAV-3166559,473APC1Q71,Savings,18011913.36,2019-10-29,BR-00091
BUS-1093265,W1HM9AJU7S,Business,13334392.58,2021-01-15,BR-00182
SAV-5772184,IB5ABUF1UJ,Savings,41086823.65,2022-07-06,BR-00158
CUR-6728402,FS1GMFHGVD,Current,72517630.59,2022-07-17,BR-00140
SAV-5359081,E60HOWN25E,Savings,3647611.32,2020-12-23,BR-00128
BUS-5283615,WFOBVCT1XB,Business,70207477.48,2022-05-14,BR-00111
CUR-4074180,UQD8GKP9G4,Current,43456848.6,2021-05-23,BR-00134
BUS-4189127,2JAYLIT56C,Business,73810758.47,2021-06-17,BR-00052
CUR-4800659,8WYQI26VAT,Current,74188173.79,2022-08-15,BR-00182
CUR-4235664,ANUXA9HKB7,Current,43312194.22,2020-03-03,BR-00123
SAV-2356833,B3B8GQFWTC,Savings,49545257.79,2019-05-01,BR-00079
SAV-9727436,1EYNO1NJRN,Savings,89420724.08,2022-05-27,BR-00030
SAV-8058905,Q4VE4T86SX,Savings,85404916.94,2022-03-23,BR-00189
SAV-9911621,BJLGZ77BZY,Savings,23200685.53,2021-03-20,BR-00137
CUR-9405387,XR4MIJFGVV,Current,17118916.08,2021-03-09,BR-00038
SAV-3783743,UF1C2J8CKH,Savings,70601907.65,2019-06-20,BR-00109
CUR-5237574,QL4DM70CH5,Current,5919552.56,2021-03-10,BR-00087
SAV-2144424,UP9O1Q0UXT,Savings,64177524.13,2021-01-27,BR-00037
SAV-7259768,CC4RPXJNSE,Savings,9534837.23,2020-09-22,BR-00043
CUR-2193206,PQFQPYNACO,Current,89795007.93,2022-11-07,BR-00003
CUR-3608279,3LXVR9B7ID,Current,84774523.26,2020-05-18,BR-00017
CUR-9689568,64NSFLBQ91,Current,8392505.95,2019-03-29,BR-00039
BUS-6450100,5OHUDSY0SD,Business,86345554.52,2022-09-26,BR-00104
CUR-4060651,289ZLXU9XM,Current,39927973.46,2021-05-22,BR-00041
SAV-2747277,NHR6WNE6B3,Savings,60171384.41,2021-03-29,BR-00010
BUS-7593562,W9WCZUT2DD,Business,77166875.68,2019-02-28,BR-00048
SAV-7833083,IMF9M2DB09,Savings,55460355.32,2019-03-19,BR-00069
BUS-1567348,L1KLMI2S3H,Business,44237544.92,2020-11-28,BR-00135
BUS-3537426,EGHKAEOYE4,Business,15003851.06,2021-12-27,BR-00157
BUS-9797161,MLZ1I2DVFJ,Business,5599913.63,2021-05-02,BR-00008
CUR-6915522,5MTPBQ4QFO,Current,86384823.89,2020-07-03,BR-00060
BUS-3453180,U6S8Z1YEIR,Business,76641388.5,2019-01-24,BR-00047
BUS-2120189,V84PK4PWQ9,Business,63355159.43,2020-11-22,BR-00021
BUS-3733658,0EZRWG2V2R,Business,74567951.64,2022-02-17,BR-00025
CUR-2919483,VIIH70ELT1,Current,26400921.78,2021-07-02,BR-00095
CUR-2956797,EFU83YE6QF,Current,10137333.51,2022-02-20,BR-00125
CUR-3229950,XC5K61S6NM,Current,74155239.48,2020-10-08,BR-00026
CUR-3100393,DAX6PNEQNR,Current,34233375.33,2019-04-19,BR-00004
CUR-5955077,WLUMZ2BC8U,Current,94371192.4,2021-02-20,BR-00085
BUS-5735731,36H9KMGGRU,Business,50021015.76,2022-04-16,BR-00093
SAV-2769875,8JM2NA01Y4,Savings,35486163.86,2021-01-20,BR-00184
CUR-2107570,PEQTQACAMW,Current,68572132.35,2021-03-06,BR-00018
BUS-9887895,6KC95UTAP8,Business,33888421.56,2021-12-27,BR-00114
SAV-5018350,8C11OOEXY0,Savings,11632036.76,2021-10-06,BR-00177
BUS-9453962,NJUILY2FOQ,Business,40941101.07,2022-05-03,BR-00133
SAV-6809060,6LKPQZPISC,Savings,22265067.69,2019-08-06,BR-00005
SAV-2453312,2G2M9YYWTI,Savings,45317767.78,2021-10-10,BR-00069
SAV-9855092,ZJDQ5NK7NC,Savings,3805973.35,2022-03-04,BR-00126
SAV-7905691,RPM9SDQSOU,Savings,41160624.77,2021-08-31,BR-00131
CUR-4287161,V0H084B3FA,Current,35046689.05,2022-05-25,BR-00154
BUS-7048012,WRH4B322O9,Business,80235527.06,2022-03-27,BR-00198
SAV-9137753,MNF9IRM3HL,Savings,14539201.01,2021-11-14,BR-00138
SAV-5966678,ARN1HXUKO7,Savings,81437846.49,2022-03-20,BR-00197
BUS-1899344,PC3H5KNM76,Business,25314941.3,2019-07-24,BR-00077
CUR-2111970,EM4GZ5IQK7,Current,60843246.15,2022-12-18,BR-00051
SAV-4051782,UBWWLJKPLA,Savings,66021443.5,2022-04-27,BR-00049
BUS-9386997,G9T6OAUJ85,Business,65640355.22,2022-12-01,BR-00055
BUS-4626102,F8UQENH1M4,Business,-96601657.68,2020-08-02,BR-00005
CUR-5254800,1AYDVR1SQK,Current,34699667.25,2022-02-11,BR-00005
CUR-1303699,HM024RRMIZ,Current,83609474.51,2020-05-12,BR-00100
BUS-9571708,G75FT8U1RJ,Business,42527071.83,2022-05-06,BR-00032
CUR-3658598,QYN4LN4GVP,Current,386879.12,2021-07-17,BR-00178
BUS-9527276,3FM82HRFNY,Business,6054124.22,2021-09-28,BR-00055
BUS-7108102,O9KNNSNKW6,Business,79567151.78,2020-07-01,BR-00137
SAV-9938843,IOJY3U0JU8,Savings,4381989.89,2021-04-24,BR-00003
CUR-7316300,S9LD2GY33C,Current,73865531.55,2022-09-17,BR-00004
BUS-6900213,W3JV1SK2HS,Business,21839696.87,2022-10-28,BR-00117
SAV-2261662,LI0WRRY6NO,Savings,6568651.45,2019-06-18,BR-00179
BUS-6701633,QCO45BSA2S,Business,43229783.84,2022-06-21,BR-00070
SAV-6566543,9Q1XRQRKS1,Savings,20116929.0,2021-04-18,BR-00199
BUS-2704829,XOFK81NIF1,Business,81318223.92,2021-08-27,BR-00062
BUS-4555981,5QCVD3QWKP,Business,59413806.73,2022-12-19,BR-00137
SAV-5932795,LNVPKCCYK3,Savings,62286846.17,2022-08-29,BR-00041
CUR-4692805,LFKV25NYUF,Current,54360910.87,2020-10-13,BR-00080
CUR-9651961,W1LCHQLABW,Current,16866625.07,2019-06-23,BR-00012
BUS-5094854,HG63C38MAF,Business,48932738.18,2021-09-04,BR-00090
BUS-3625605,TL2MFCWNAD,Business,98541413.63,2021-09-09,BR-00194
CUR-4806585,W4N5VGTV7E,Current,66546099.82,2019-08-27,BR-00191
BUS-5981190,J160TEP1PH,Business,68536.19,2022-12-01,BR-00072
SAV-5949329,EVGDLFYB5F,Savings,47692360.55,2021-07-11,BR-00164
BUS-7251718,LDL3VZ3QBW,Business,85647731.68,2022-04-19,BR-00164
SAV-3059071,7LWNMLED88,Savings,65676083.77,2022-11-11,BR-00060
SAV-3443050,FE34HYWMSW,Savings,80570553.39,2019-06-03,BR-00048
BUS-1444277,4WO98UIC96,Business,84645204.57,2021-08-21,BR-00071
SAV-3294792,2R3M4966VA,Savings,94263809.16,2019-10-23,BR-00082
CUR-6631153,VCLBZ8IUNM,Current,56796398.91,2021-05-25,BR-00145
CUR-3188748,FB1DLC730B,Current,52983147.84,2020-06-29,BR-00018
SAV-7867553,TSFQ0I12Y3,Savings,34915014.37,2021-02-19,BR-00200
SAV-8887393,PGGG7C5P90,Savings,20204047.9,2022-06-05,BR-00170
SAV-2004695,5QX5L4SUKG,Savings,64181585.18,2021-06-08,BR-00096
SAV-7670876,JS62YR3ZOJ,Savings,79795860.54,2022-12-24,BR-00086
CUR-2108588,UKVM570SPN,Current,72123630.36,2021-01-02,BR-00130
BUS-3140917,RDAV88US7F,Business,72520571.39,2020-09-30,BR-00149
SAV-6161731,BKBJ6RQP2T,Savings,7404169.56,2019-07-03,BR-00106
SAV-2879836,QG6NI3CIC1,Savings,54271501.04,2021-04-28,BR-00089
CUR-1242366,OD03XEER7K,Current,87489640.18,2020-07-10,BR-00019
CUR-3964422,5HO37BEO6V,Current,69198264.49,2019-03-26,BR-00018
CUR-1107445,XC7Y2HT981,Current,42470636.39,2022-01-16,BR-00014
SAV-2912924,CMAT4J5855,Savings,26168436.24,2019-05-04,BR-00029
CUR-4000331,9XZBVAU0CO,Current,8698275.87,2020-04-16,BR-00071
SAV-2647675,MI2CEFQU9J,Savings,57238693.49,2020-10-28,BR-00118
SAV-8273235,JBJX9FP0TR,Savings,94206611.29,2022-01-30,BR-00052
CUR-1490207,7VMY2LUXWF,Current,58584860.96,2019-04-08,BR-00192
SAV-9338148,9QZ0J01CT6,Savings,11397589.47,2021-07-13,BR-00093
